id,Area(total),Troom,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Grade,EXPECTED
5580,293,8,4,2,4,YES,95,,3,61,4,D,3392$
5581,296,7,5,5,7,no,0,97,5,76,4,D,3432$
5582,358,6,3,2,4,NO,0,78,4,64,3,D,3113$
5583,295,5,7,5,7,no,0,109,6,92,5,C,3771$
5584,348,7,4,5,6,no,0,82,5,65,3,C,3685$
5585,348,7,4,4,5,YES,95,82,5,84,5,C,4319$
5586,317,5,5,3,5,no,0,87,5,77,1,D,3496$
5587,331,9,6,3,5,yes,72,107,6,90,2,B,4960$
5588,306,8,6,5,7,yes,72,72,6,70,6,C,4438$
5589,353,7,4,2,4,NO,0,80,2,90,3,D,3598$
5590,342,7,7,5,6,NO,0,91,6,70,5,C,4536$
5591,334,9,4,4,6,no,0,106,3,78,3,C,4360$
5592,335,7,6,4,5,no,0,104,6,97,3,C,3879$
5593,354,6,4,2,3,no,0,98,3,84,5,D,4003$
5594,352,5,5,5,7,yes,76,94,4,,2,C,3689$
5595,317,5,2,2,3,NO,0,89,2,90,4,D,3480$
5596,302,5,4,4,5,NO,0,86,3,81,2,D,2905$
5597,301,5,8,5,7,no,0,103,7,82,1,C,4283$
5598,309,8,7,5,7,yes,80,82,7,88,5,B,4237$
5599,316,7,6,5,7,YES,107,82,7,67,5,B,4264$
5600,337,5,2,2,3,NA,,98,2,64,6,D,3756$
5601,354,8,5,2,4,no,0,77,3,64,1,C,4186$
5602,305,5,6,5,6,NA,,73,6,61,3,C,4038$
5603,332,6,4,2,4,YES,77,75,2,84,4,D,3949$
5604,306,8,6,3,5,yes,109,74,5,67,3,C,4241$
5605,342,9,5,5,6,NA,,77,7,85,3,B,5015$
5606,333,5,5,4,5,yes,120,74,6,70,1,C,3747$
5607,355,8,4,3,4,NA,,76,3,77,1,C,4046$
5608,311,5,7,6,8,no,0,90,6,79,3,C,4328$
5609,327,6,4,2,4,yes,89,92,3,65,3,D,3680$
5610,319,6,2,2,4,NA,,109,4,76,4,D,3882$
5611,334,8,3,3,4,YES,120,88,3,98,5,C,4031$
5612,291,8,6,4,6,NO,0,102,7,74,2,C,3838$
5613,323,7,6,6,7,NO,0,80,7,63,2,C,3817$
5614,323,6,4,3,4,no,0,83,3,76,3,D,3625$
5615,294,8,4,3,4,yes,113,102,4,92,1,C,4076$
5616,313,6,2,1,3,NO,0,78,4,91,2,D,3484$
5617,317,5,6,3,5,no,0,75,3,85,2,D,3253$
5618,296,8,4,1,3,NA,,106,1,69,3,D,3373$
5619,294,9,6,6,8,NO,0,71,7,95,4,B,4675$
5620,345,8,4,3,5,no,0,101,3,99,4,C,3625$
5621,309,6,7,5,6,yes,114,88,5,76,1,C,3688$
5622,322,5,5,6,7,NA,,73,7,79,1,C,4351$
5623,292,6,7,5,7,NA,,87,7,80,4,C,4343$
5624,358,7,3,2,4,NA,,90,2,73,3,C,3967$
5625,343,5,5,5,6,yes,118,72,7,84,3,C,3750$
5626,345,7,3,3,4,NO,0,104,4,91,2,D,3702$
5627,307,5,5,4,5,NA,,101,3,71,4,D,3352$
5628,298,6,3,4,5,NA,,87,4,88,2,D,3552$
5629,293,5,5,3,5,no,0,84,3,94,6,D,3349$
5630,325,9,4,4,6,NO,0,95,3,93,5,C,4469$
5631,299,8,4,3,4,yes,93,98,3,74,3,C,4152$
5632,315,5,6,4,6,yes,112,73,7,94,4,C,3913$
5633,296,7,5,3,4,yes,72,79,4,67,5,D,3352$
5634,352,5,7,5,6,no,0,77,5,70,5,C,4105$
5635,330,6,3,3,4,YES,76,70,2,67,2,D,3747$
5636,349,8,8,7,8,NO,0,79,5,75,3,B,4894$
5637,344,6,3,3,4,NA,,106,5,65,6,D,4022$
5638,296,5,7,5,7,yes,102,74,6,69,4,C,4049$
5639,336,9,5,4,5,NO,0,83,4,69,1,C,3903$
5640,356,5,4,3,5,yes,71,99,5,95,1,C,4221$
5641,353,5,2,1,3,NO,0,74,1,70,5,D,3063$
5642,344,7,4,3,5,YES,119,86,4,86,2,C,3738$
5643,307,8,4,5,6,NO,0,94,5,73,2,C,3840$
5644,358,5,4,2,4,yes,112,70,1,90,5,D,3355$
5645,316,5,3,3,5,NO,0,98,4,59,2,D,2908$
5646,357,9,5,4,6,no,0,108,3,71,6,C,4101$
5647,311,9,3,2,3,YES,76,87,3,83,4,C,3692$
5648,315,8,8,7,8,YES,84,85,5,78,5,B,4880$
5649,340,6,6,5,7,no,0,77,5,60,6,C,3823$
5650,342,5,5,5,7,NO,0,104,4,70,3,D,4009$
5651,293,8,3,2,4,NO,0,77,4,86,2,D,3536$
5652,345,5,5,6,7,YES,104,98,5,76,1,C,3886$
5653,308,9,6,6,7,YES,79,106,7,68,3,B,4882$
5654,319,8,5,4,5,YES,107,98,3,74,3,C,3920$
5655,303,9,4,3,5,NO,0,81,3,88,6,C,3972$
5656,303,8,6,3,5,NA,,85,5,83,4,C,3723$
5657,350,6,5,3,5,no,0,75,2,87,3,D,3568$
5658,355,5,8,6,7,NA,,83,5,71,5,B,4804$
5659,316,6,5,2,4,YES,88,92,5,70,2,D,4002$
5660,360,9,3,2,4,NA,,95,1,76,3,C,3992$
5661,355,9,6,5,7,no,0,83,6,59,4,B,4531$
5662,290,5,3,2,4,NA,,72,3,60,1,D,2786$
5663,340,7,4,4,6,NO,0,99,6,61,5,C,3447$
5664,333,9,8,7,8,no,0,103,5,61,6,A,4680$
5665,318,9,7,5,7,YES,97,103,5,90,4,B,4715$
5666,353,6,5,3,4,no,0,87,4,63,2,D,3786$
5667,316,5,6,5,7,YES,92,72,4,60,2,D,3608$
5668,350,5,3,3,4,yes,74,102,2,65,2,D,3377$
5669,338,7,6,6,7,NO,0,78,7,73,3,B,4661$
5670,354,5,6,4,6,no,0,103,3,86,5,C,3810$
5671,298,9,3,1,3,YES,96,80,2,63,2,C,3875$
5672,335,8,6,6,8,YES,77,87,8,76,2,A,4748$
5673,341,9,5,3,5,yes,113,89,3,79,4,B,4662$
5674,305,6,5,3,5,NO,0,86,2,66,5,D,3342$
5675,298,8,5,4,5,YES,94,73,2,74,1,C,3612$
5676,334,9,6,6,7,YES,75,102,8,76,1,A,4727$
5677,299,6,6,7,8,NA,,88,5,61,3,C,3718$
5678,333,5,7,6,7,no,0,71,5,84,6,C,3945$
5679,293,7,4,4,5,NA,,80,4,61,2,D,3772$
5680,316,7,3,2,4,YES,103,71,5,69,6,D,3890$
5681,324,9,4,4,6,YES,74,106,3,97,2,C,3848$
5682,293,7,3,1,3,NA,,96,2,94,4,D,3381$
5683,290,6,6,6,7,YES,73,100,4,83,5,C,4156$
5684,353,9,5,5,7,NA,,93,7,70,2,B,5141$
5685,330,6,5,4,5,yes,81,82,2,86,1,D,4089$
5686,306,6,5,5,6,NO,0,70,4,76,1,D,3799$
5687,346,6,7,7,8,NA,,101,7,62,5,B,4396$
5688,301,6,5,3,5,yes,104,98,6,67,6,C,3426$
5689,337,6,5,5,6,yes,106,74,4,77,2,C,4130$
5690,321,7,6,5,7,YES,97,108,7,69,2,B,4216$
5691,332,8,5,4,5,NA,,105,3,96,2,C,4247$
5692,294,7,7,6,7,no,0,89,8,74,6,B,4828$
5693,301,8,3,3,4,YES,106,94,1,74,1,D,3702$
5694,332,5,7,4,6,yes,87,81,5,68,3,C,3549$
5695,295,6,8,7,8,NA,,102,7,98,4,B,4672$
5696,308,8,8,5,7,YES,97,104,7,65,5,B,4786$
5697,332,9,6,3,5,no,0,106,4,86,1,C,4226$
5698,323,5,5,3,5,NA,,95,4,70,4,D,3748$
5699,298,9,4,2,3,yes,94,70,4,96,1,C,4399$
5700,324,9,5,5,6,NA,,107,5,84,5,B,4290$
5701,295,5,6,5,7,NA,,94,7,75,2,C,4204$
5702,352,7,5,2,4,NO,0,101,5,59,6,C,3617$
5703,300,6,2,2,4,no,0,77,1,97,3,D,3061$
5704,330,8,7,5,7,no,0,70,4,97,4,C,4114$
5705,292,8,7,5,6,no,0,89,4,70,4,C,3864$
5706,312,9,4,2,4,yes,100,81,1,64,2,C,3670$
5707,351,8,6,5,7,NA,,107,8,63,3,A,4875$
5708,342,7,4,2,3,NO,0,94,3,92,1,D,3963$
5709,324,5,3,4,5,no,0,100,3,75,6,D,3220$
5710,325,7,5,4,5,NO,0,95,3,86,3,D,4100$
5711,299,7,3,2,3,yes,79,79,2,99,4,D,4011$
5712,352,5,4,1,3,YES,101,98,3,83,5,D,3694$
5713,310,9,2,2,3,yes,105,89,4,85,1,C,4443$
5714,342,9,4,3,4,yes,72,101,2,64,6,C,4337$
5715,323,7,3,3,4,NO,0,100,1,85,5,D,3299$
5716,344,8,3,4,5,NO,0,108,2,98,1,C,3709$
5717,350,6,6,4,6,NO,0,83,6,89,4,C,3810$
5718,304,9,3,3,4,YES,92,103,5,69,1,C,4234$
5719,344,5,2,3,4,NO,0,82,4,73,3,D,3205$
5720,335,7,4,3,4,YES,71,107,4,63,2,D,3574$
5721,301,9,8,7,8,yes,105,98,6,70,5,A,4886$
5722,321,9,3,3,4,NA,,93,1,60,6,C,4102$
5723,351,8,5,6,7,NA,,76,4,65,4,B,4514$
5724,294,7,7,5,7,NO,0,84,7,59,6,C,3939$
5725,319,8,6,6,7,NO,0,93,6,74,3,C,3922$
5726,303,8,8,6,7,no,0,107,5,86,5,B,4404$
5727,344,8,3,2,3,NA,,91,2,87,5,C,4123$
5728,357,8,4,3,4,no,0,101,5,75,5,C,4264$
5729,324,9,3,4,5,NA,,101,2,96,2,C,4536$
5730,326,8,5,3,5,no,0,95,2,62,3,D,3764$
5731,346,6,6,6,7,NA,,77,5,71,6,C,4548$
5732,339,7,5,5,7,YES,93,71,5,93,4,C,3849$
5733,309,8,4,4,5,NA,,98,4,83,1,C,4180$
5734,290,7,7,6,7,NO,0,70,7,80,6,C,4567$
5735,319,9,8,6,7,NO,0,72,5,73,5,B,4369$
5736,291,9,6,3,5,YES,72,87,6,96,4,B,4311$
5737,348,5,7,7,8,NA,,91,8,91,6,A,5049$
5738,338,8,4,4,6,YES,120,71,3,70,5,C,3683$
5739,331,5,7,6,7,no,0,86,5,76,2,C,3890$
5740,358,8,7,6,7,no,0,108,7,94,1,A,4493$
5741,306,7,3,3,4,yes,119,94,2,84,5,D,3970$
5742,314,7,4,3,5,YES,99,105,4,64,5,D,3389$
5743,322,9,8,6,8,no,0,91,6,79,4,A,4901$
5744,296,8,6,4,6,YES,80,81,4,66,3,C,3908$
5745,307,9,5,5,6,NO,0,106,6,75,2,C,4029$
5746,356,7,4,3,4,no,0,80,4,92,4,C,4105$
5747,299,9,6,4,6,YES,118,103,7,73,5,B,4942$
5748,325,8,2,2,3,NA,,91,1,75,5,C,3668$
5749,339,8,5,4,5,yes,102,96,3,87,2,C,4015$
5750,290,7,3,2,3,NO,0,108,1,81,4,D,3019$
5751,294,7,6,7,8,NA,,97,8,84,3,B,4452$
5752,291,8,3,2,4,NO,0,84,2,64,3,D,3800$
5753,360,9,6,6,7,no,0,104,6,87,5,B,4435$
5754,353,8,3,3,5,no,0,102,4,67,4,C,3683$
5755,314,7,5,5,6,NA,,86,6,63,6,C,4144$
5756,342,8,6,5,7,NO,0,94,7,70,4,B,4568$
5757,356,5,6,5,7,NO,0,100,8,91,4,B,4563$
5758,342,6,7,4,6,no,0,71,6,93,6,C,4398$
5759,291,9,6,5,6,NO,0,107,4,96,4,C,3960$
5760,296,6,7,7,8,YES,112,94,5,75,6,B,4200$
5761,327,8,6,6,7,no,0,99,7,74,6,B,4060$
5762,358,8,4,2,4,YES,119,107,1,70,5,C,3849$
5763,347,7,4,2,3,NO,0,76,1,92,6,D,3293$
5764,350,7,8,5,7,YES,112,110,5,73,6,B,4972$
5765,303,9,4,4,5,no,0,106,4,92,1,C,3729$
5766,350,7,4,3,4,no,0,77,1,78,5,D,4082$
5767,296,6,5,4,6,yes,119,77,3,89,2,D,3256$
5768,352,5,4,2,4,YES,101,71,4,70,6,D,3453$
5769,291,8,7,6,7,yes,80,97,5,83,6,B,4519$
5770,307,5,6,5,7,no,0,80,6,90,5,C,3967$
5771,348,7,5,2,4,NO,0,100,3,78,3,D,3452$
5772,306,5,4,3,5,yes,90,107,5,94,5,D,3300$
5773,318,8,4,3,5,YES,103,107,5,67,1,C,3685$
5774,321,8,7,5,7,yes,111,108,5,69,1,B,4624$
5775,299,5,5,4,5,yes,92,102,3,71,1,D,3520$
5776,314,6,4,2,4,NO,0,97,3,67,1,D,3189$
5777,298,7,6,4,6,no,0,85,6,84,6,C,3880$
5778,351,9,5,3,5,NA,,79,5,95,1,B,4864$
5779,304,9,6,4,6,yes,109,90,3,77,4,B,4588$
5780,293,6,7,6,8,NO,0,71,8,95,4,B,4117$
5781,315,8,2,2,3,yes,95,90,3,84,2,C,3655$
5782,341,9,7,7,8,NO,0,74,5,78,3,B,4625$
5783,319,6,6,5,7,no,0,100,7,76,3,C,3982$
5784,297,6,3,2,3,yes,118,98,4,95,4,D,3626$
5785,325,8,6,5,6,YES,107,80,6,84,4,B,4269$
5786,333,8,4,4,5,no,0,109,5,61,1,C,3892$
5787,306,7,4,3,4,no,0,107,4,89,4,D,3402$
5788,316,8,3,3,4,no,0,104,4,63,1,D,3660$
5789,331,6,2,2,3,NO,0,100,3,98,2,D,3256$
5790,358,5,6,5,6,yes,83,85,6,98,6,C,4483$
5791,344,7,4,4,5,no,0,76,5,65,5,D,4001$
5792,358,8,5,5,6,YES,107,102,7,88,1,B,4676$
5793,326,6,4,4,5,YES,73,101,5,94,4,C,4020$
5794,360,6,6,5,7,no,0,81,7,63,4,C,3881$
5795,347,9,4,3,4,yes,104,98,2,90,4,B,4412$
5796,343,9,5,4,5,NA,,98,6,59,4,B,4458$
5797,293,8,5,2,4,NA,,84,4,60,2,D,3825$
5798,325,5,8,5,7,NO,0,93,8,78,4,B,4702$
5799,312,8,5,4,5,YES,114,76,3,66,5,C,3904$
5800,326,6,6,4,5,no,0,88,3,96,2,D,3982$
5801,331,8,6,5,7,no,0,86,7,94,1,B,4035$
5802,305,5,4,5,6,yes,82,82,5,79,4,D,3513$
5803,353,9,5,5,7,no,0,82,4,78,1,B,4396$
5804,318,9,6,4,6,no,0,83,5,64,4,C,3846$
5805,290,7,5,5,6,NO,0,85,4,83,2,D,3220$
5806,294,5,5,4,5,yes,103,103,4,62,5,D,3831$
5807,337,5,6,5,7,YES,115,88,5,64,2,C,4293$
5808,346,8,2,2,4,YES,99,94,3,88,5,C,4191$
5809,341,6,4,5,6,yes,90,99,4,90,1,C,3975$
5810,300,6,4,2,3,NO,0,90,3,73,4,D,3554$
5811,315,7,5,6,7,NA,,83,4,98,5,C,3739$
5812,350,8,6,3,5,yes,86,93,6,64,3,B,4570$
5813,357,6,4,2,4,NA,,80,2,99,4,C,3660$
5814,322,6,3,1,3,NO,0,110,2,78,1,D,3552$
5815,314,8,5,4,6,NO,0,95,5,98,2,C,3636$
5816,326,6,4,3,5,no,0,75,4,89,1,D,3578$
5817,299,9,6,5,6,YES,78,101,4,98,4,B,4694$
5818,330,7,4,4,6,NO,0,103,4,92,4,C,3451$
5819,298,9,3,4,5,YES,77,98,3,73,4,C,4361$
5820,340,7,7,5,7,no,0,97,7,71,2,B,4028$
5821,338,7,4,3,5,YES,105,101,4,70,2,C,3606$
5822,324,8,2,2,4,NA,,108,1,84,2,C,3997$
5823,320,5,4,3,4,NO,0,93,2,79,1,D,3632$
5824,327,8,2,3,4,yes,92,88,2,98,1,C,3636$
5825,303,8,4,2,4,YES,72,77,3,85,5,D,3426$
5826,355,6,2,1,3,NO,0,91,4,86,5,D,3321$
5827,294,6,4,2,4,NO,0,99,2,96,5,D,3401$
5828,334,5,5,3,5,NA,,99,5,87,2,C,4227$
5829,298,7,7,6,7,no,0,97,5,65,3,C,3653$
5830,298,5,3,4,5,YES,109,93,2,99,5,D,3237$
5831,360,9,2,2,4,NA,,76,3,81,5,C,4099$
5832,310,5,5,5,7,no,0,98,7,88,3,C,3473$
5833,299,9,3,4,5,yes,84,102,5,88,2,C,4392$
5834,306,9,8,6,7,yes,114,86,7,79,6,A,5508$
5835,352,9,3,2,3,NO,0,91,3,77,2,C,3757$
5836,319,5,5,4,5,NO,0,89,3,97,6,D,3862$
5837,319,5,3,3,5,no,0,103,5,76,6,D,3391$
5838,328,5,3,2,4,yes,109,87,3,95,3,D,3793$
5839,334,7,2,2,3,NA,,98,2,97,1,C,4258$
5840,331,9,6,6,8,NO,0,95,6,62,3,B,4469$
5841,346,6,4,2,4,NO,0,96,2,59,2,D,3207$
5842,340,8,7,5,7,YES,96,98,8,74,3,A,4675$
5843,322,5,5,3,5,NA,,93,4,83,5,D,3888$
5844,359,9,7,5,6,NO,0,102,6,72,4,B,4471$
5845,333,5,4,4,5,NA,,89,5,82,6,D,3981$
5846,301,8,5,2,4,YES,97,85,4,88,3,C,3739$
5847,312,8,6,4,6,yes,111,96,4,84,5,C,4154$
5848,343,9,5,4,5,YES,91,107,2,66,4,B,4513$
5849,334,6,4,4,5,no,0,103,4,68,6,D,3980$
5850,344,8,7,6,7,YES,107,82,8,93,4,A,5133$
5851,320,6,5,3,5,yes,112,87,3,85,5,D,3602$
5852,341,8,6,6,7,yes,104,73,7,99,6,A,4919$
5853,336,6,7,7,8,NA,,89,8,98,1,A,4887$
5854,299,6,4,3,5,no,0,71,5,59,3,D,3015$
5855,346,9,3,3,5,yes,85,108,2,88,3,C,4439$
5856,294,9,5,5,6,YES,101,99,4,87,3,C,4554$
5857,341,8,8,7,8,YES,96,96,8,71,5,A,5017$
5858,314,5,5,4,5,NA,,82,3,75,2,D,3712$
5859,334,7,4,4,5,NO,0,78,4,98,2,D,4154$
5860,338,6,4,2,4,NO,0,80,2,72,2,D,3557$
5861,327,6,3,2,4,yes,78,100,3,96,3,D,3426$
5862,322,9,7,6,7,NO,0,81,6,60,4,B,4273$
5863,320,8,7,5,7,NA,,98,6,93,3,B,4691$
5864,337,8,6,6,7,no,0,76,5,81,6,B,4243$
5865,296,6,8,7,8,yes,80,76,5,65,2,B,4521$
5866,352,5,5,3,5,no,0,97,3,64,3,D,3445$
5867,359,9,3,2,4,NA,,71,2,90,2,C,4673$
5868,322,9,5,4,6,no,0,95,3,71,2,C,4007$
5869,357,8,3,1,3,YES,88,92,2,67,4,C,4368$
5870,300,7,4,3,4,NA,,75,3,62,1,D,3931$
5871,298,9,6,6,7,NO,0,89,5,66,6,C,3896$
5872,334,7,5,4,6,NO,0,73,3,96,1,D,3698$
5873,350,8,6,3,5,yes,74,102,3,83,3,C,4605$
5874,352,7,2,2,3,yes,82,99,3,66,2,D,3364$
5875,326,7,6,6,8,NO,0,98,8,83,5,B,4831$
5876,338,5,3,1,3,yes,119,93,1,69,4,D,3709$
5877,340,8,5,4,5,yes,98,77,5,70,2,C,4059$
5878,295,8,6,3,5,yes,71,70,4,81,4,C,3836$
5879,319,9,8,5,7,yes,93,70,7,68,4,A,5234$
5880,331,9,6,7,8,YES,81,73,6,76,6,A,4424$
5881,336,6,7,5,6,NA,,83,6,61,1,C,3849$
5882,354,7,7,6,8,NO,0,99,6,70,4,B,4570$
5883,354,5,3,3,5,yes,90,92,2,81,6,D,3339$
5884,309,9,3,2,4,NA,,97,3,89,6,C,3818$
5885,297,7,4,3,4,yes,77,102,4,73,4,D,3276$
5886,360,8,4,3,5,NA,,94,5,59,2,C,4122$
5887,322,7,3,3,4,no,0,73,5,70,2,D,3147$
5888,312,7,6,3,5,yes,93,88,5,70,6,C,4238$
5889,340,5,8,6,8,no,0,105,5,80,4,C,4067$
5890,324,6,6,4,6,no,0,88,6,59,4,D,3863$
5891,318,8,4,3,4,YES,73,100,5,75,2,C,3817$
5892,301,6,3,3,4,NA,,78,2,59,2,D,3054$
5893,318,8,5,4,6,yes,111,109,4,60,2,C,4251$
5894,327,6,8,6,7,yes,87,108,6,78,6,B,4597$
5895,336,5,8,5,7,YES,102,101,6,59,1,B,4636$
5896,294,5,3,2,4,NO,0,98,4,66,2,E,3067$
5897,334,5,4,4,5,no,0,106,3,87,6,D,3362$
5898,319,5,7,7,8,yes,102,100,5,93,5,B,4119$
5899,302,7,4,4,6,no,0,97,4,98,1,D,3983$
5900,351,6,6,4,6,YES,95,79,4,98,6,C,4234$
5901,314,9,6,4,6,NA,,102,4,94,4,B,4637$
5902,347,8,6,3,5,YES,115,104,4,83,2,B,4370$
5903,351,5,5,4,6,YES,95,86,4,85,5,C,3951$
5904,343,7,3,3,5,yes,90,89,4,87,6,C,4243$
5905,302,5,4,3,4,NO,0,102,1,90,6,D,3147$
5906,330,5,8,7,8,no,0,77,5,99,6,B,4250$
5907,295,9,6,4,6,NO,0,110,6,71,2,C,4037$
5908,317,9,7,5,7,no,0,89,5,97,1,B,4551$
5909,309,8,5,3,4,NO,0,110,3,86,6,C,4200$
5910,312,9,7,6,7,yes,100,102,6,72,2,B,4478$
5911,299,6,6,7,8,YES,113,74,5,59,2,C,3932$
5912,302,6,7,6,7,yes,82,86,8,65,2,B,4396$
5913,318,8,7,7,8,yes,81,108,7,65,6,A,4753$
5914,357,6,3,1,3,yes,90,102,3,67,6,D,3623$
5915,338,6,5,5,6,NO,0,74,4,60,1,D,3500$
5916,300,9,3,2,4,NA,,94,2,69,6,C,4373$
5917,293,9,6,3,5,yes,82,99,5,85,2,C,4385$
5918,356,9,6,4,5,YES,95,72,4,92,5,B,4619$
5919,298,8,3,1,3,NA,,98,1,64,2,D,3899$
5920,328,8,5,3,5,yes,112,84,2,89,4,C,4166$
5921,290,9,4,4,6,yes,79,103,5,69,5,C,4056$
5922,298,9,6,5,6,NA,,97,6,93,2,B,4184$
5923,330,8,7,5,7,no,0,106,4,93,5,B,4671$
5924,305,5,3,4,5,NO,0,100,3,65,3,D,3017$
5925,338,7,3,3,4,NA,,70,1,65,3,D,3691$
5926,328,5,4,2,4,YES,117,91,4,68,3,D,3914$
5927,315,5,2,3,4,NA,,81,2,63,1,D,3184$
5928,341,6,4,4,6,yes,92,93,4,70,6,C,3559$
5929,303,5,7,5,7,no,0,76,8,74,4,C,4418$
5930,354,8,4,2,4,yes,120,93,3,95,6,C,3866$
5931,351,9,6,6,8,no,0,98,7,93,3,A,5050$
5932,355,5,7,5,7,YES,111,74,8,66,4,B,4952$
5933,297,6,7,4,6,NO,0,74,6,82,5,C,3568$
5934,319,9,6,7,8,NA,,98,7,95,3,A,5134$
5935,297,6,7,6,7,NA,,77,7,67,1,C,4399$
5936,312,5,3,2,3,NO,0,74,2,61,6,E,3501$
5937,347,7,4,4,6,yes,120,97,4,66,6,C,3737$
5938,336,6,3,3,4,yes,87,107,4,99,4,C,3845$
5939,353,7,7,6,8,YES,97,87,6,92,3,B,4680$
5940,359,6,6,5,7,no,0,106,7,91,1,B,4646$
5941,318,5,4,4,5,yes,84,82,3,62,3,D,3560$
5942,307,5,6,7,8,no,0,87,6,76,1,C,4058$
5943,356,6,6,5,7,yes,95,109,6,64,1,C,4587$
5944,322,7,5,4,6,no,0,107,6,99,6,C,4391$
5945,337,5,7,5,7,no,0,88,5,81,3,C,3827$
5946,324,8,6,7,8,YES,91,88,7,99,5,A,4468$
5947,355,6,7,5,6,no,0,83,4,73,5,C,4414$
5948,304,8,4,3,4,no,0,83,1,75,5,D,3630$
5949,336,5,6,4,5,NA,,105,3,63,2,C,3493$
5950,308,6,3,1,3,yes,111,84,1,82,5,D,3837$
5951,303,7,4,3,4,NA,,91,3,70,2,D,3427$
5952,305,8,2,1,3,yes,88,109,2,73,2,D,3341$
5953,296,7,5,4,5,NA,,107,3,63,5,D,3373$
5954,337,8,4,4,6,no,0,102,3,84,5,C,3639$
5955,338,9,3,2,4,NO,0,101,2,82,2,C,3659$
5956,303,6,5,4,6,NA,,108,4,71,4,D,3626$
5957,355,5,5,4,5,yes,82,82,6,94,3,C,4272$
5958,344,6,5,2,4,NO,0,83,3,71,3,D,3302$
5959,357,5,5,2,4,no,0,96,4,93,6,D,3396$
5960,290,9,6,6,7,YES,92,94,5,94,3,B,4693$
5961,318,6,5,5,6,YES,91,74,7,78,3,C,4365$
5962,353,5,6,6,7,yes,73,80,5,59,1,C,4254$
5963,331,7,6,4,6,NO,0,78,6,62,6,C,4167$
5964,340,9,3,1,3,NO,0,73,1,94,1,C,3991$
5965,355,5,3,2,3,NO,0,84,2,89,1,D,3686$
5966,302,6,7,7,8,NO,0,97,6,96,6,C,4570$
5967,336,8,6,5,6,no,0,73,6,73,6,C,4068$
5968,303,5,6,4,5,YES,73,87,3,93,2,D,3662$
5969,344,8,3,3,4,no,0,78,2,82,1,D,3712$
5970,327,5,5,4,5,NA,,84,2,65,3,D,3420$
5971,337,5,5,4,6,yes,114,87,4,71,3,D,3644$
5972,343,8,7,4,6,no,0,86,7,93,2,B,4759$
5973,290,9,4,2,3,NO,0,99,3,85,1,C,3899$
5974,293,9,7,5,6,no,0,76,6,94,1,B,4358$
5975,339,6,3,3,4,NA,,92,2,80,3,D,4053$
5976,354,8,2,1,3,no,0,85,4,81,3,C,4035$
5977,344,9,8,6,7,yes,81,72,7,95,3,A,5446$
5978,313,8,4,2,4,no,0,89,5,67,6,D,4087$
5979,295,9,7,7,8,yes,108,83,7,63,1,A,5174$
5980,355,8,8,6,7,no,0,99,7,59,6,A,4791$
5981,345,5,7,5,7,no,0,88,7,85,5,C,3950$
5982,344,7,2,1,3,no,0,93,4,92,2,D,3347$
5983,354,5,3,2,4,no,0,108,5,69,3,D,3258$
5984,335,5,5,6,7,NO,0,108,7,64,3,C,4264$
5985,303,7,4,3,4,YES,106,94,2,66,3,D,3482$
5986,303,7,4,2,3,yes,108,72,4,97,2,D,3618$
5987,353,5,7,5,7,yes,107,99,6,83,5,B,4296$
5988,313,5,5,3,5,YES,98,109,5,95,1,D,4175$
5989,349,9,7,5,7,NO,0,110,6,65,2,B,4493$
5990,331,9,2,3,4,no,0,109,3,79,4,C,3843$
5991,344,7,6,4,5,YES,72,86,5,95,5,C,4423$
5992,333,7,5,5,6,YES,118,88,5,88,3,C,4565$
5993,355,5,6,5,6,no,0,86,5,59,4,C,3649$
5994,321,9,4,1,3,no,0,86,3,74,2,C,4085$
5995,301,7,4,3,4,YES,95,75,2,65,6,D,3804$
5996,309,6,4,4,5,YES,72,98,5,98,5,D,3596$
5997,315,7,4,5,6,NA,,88,3,97,4,C,3895$
5998,332,5,2,2,4,YES,72,78,4,93,5,D,3316$
5999,358,6,5,4,6,YES,119,72,4,97,4,C,4067$
6000,343,6,8,6,7,no,0,82,7,73,4,B,4416$
6001,346,9,4,5,6,yes,81,100,6,73,1,B,4196$
6002,352,9,8,6,7,no,0,98,5,78,4,A,4990$
6003,334,8,4,4,5,YES,86,109,4,84,5,C,4503$
6004,322,7,6,5,7,no,0,85,4,94,2,C,4164$
6005,342,9,6,6,7,no,0,100,6,85,6,B,4454$
6006,336,8,5,4,5,yes,108,84,2,63,3,C,4047$
6007,313,9,6,5,7,yes,74,95,6,87,1,B,4566$
6008,353,6,5,3,5,NO,0,77,2,80,6,D,3821$
6009,308,7,7,6,7,no,0,105,4,93,2,C,4167$
6010,345,9,7,4,6,YES,75,96,4,77,1,B,4645$
6011,318,9,6,4,6,YES,92,104,5,69,3,B,4562$
6012,322,6,6,5,7,NO,0,105,4,85,1,C,3561$
6013,296,6,6,3,5,NO,0,89,4,96,6,D,3262$
6014,294,8,6,4,6,yes,78,103,7,69,4,C,4377$
6015,314,9,4,2,4,yes,109,99,1,72,5,C,4470$
6016,337,6,6,5,7,yes,117,83,6,75,1,C,4143$
6017,319,9,3,4,5,no,0,75,5,90,4,C,4070$
6018,360,5,2,2,3,NO,0,73,2,76,2,D,3631$
6019,323,8,7,5,7,YES,113,87,6,76,3,B,4762$
